/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Thu Jul 14 03:08:55 +0000 2016;drew_biidrew;RT @estag_social1: Os Pokémons brasileiros que viraram mascotes do #Rio2016 (via @MarinhoJulio) http://t.co/UXZOawX6bO;
Thu Jul 14 03:08:19 +0000 2016;DicasdoEmbarque;#Dicas para curtir o #RiodeJaneiro nas #OlimpíadasnoRio #Rio2016 As 5 melhores trilhas no Rio e arredores | https://t.co/8evfPJ9Srh;
Thu Jul 14 03:06:38 +0000 2016;CarlosE83298119;RT @Rio2016: Já conhece a loja Rio 2016 no Shopping Leblon? Tem vários produtos imperdíveis para você levar #OsJogosComVoce! https://t.co/j…;
Thu Jul 14 03:06:03 +0000 2016;contadoroque;RT @folha: Rio começa a passar por processo de embelezamento para os Jogos Olímpicos https://t.co/DTDonu6gzA #rio2016 https://t.co/FV2OgNjm…;
Thu Jul 14 03:05:51 +0000 2016;EduardoLurnel;A Saideira e a Conta Herald já saiu! https://t.co/WoKjlQvRoR Graças a @adorocinema #rio2016 #mincmagazine;
Thu Jul 14 03:05:10 +0000 2016;zidruxXx;22 dias pras Olimpíadas
#Rio2016 #22days;
Thu Jul 14 03:05:07 +0000 2016;blogdaleilahh;RT @ebcnarede: Estado Islâmico planejou atentado contra delegação da França na @Rio2016, aponta relatório https://t.co/980xkVh3gA https://t…;
Thu Jul 14 03:04:42 +0000 2016;JUBIRACY;RT @ebcnarede: Estado Islâmico planejou atentado contra delegação da França na @Rio2016, aponta relatório https://t.co/980xkVh3gA https://t…;
Thu Jul 14 03:03:12 +0000 2016;CWillamys;RT @ebcnarede: Estado Islâmico planejou atentado contra delegação da França na @Rio2016, aponta relatório https://t.co/980xkVh3gA https://t…;
Thu Jul 14 03:03:04 +0000 2016;Nairoquinha;#Dicas para curtir o #RiodeJaneiro nas #OlimpíadasnoRio #Rio2016 As 5 melhores trilhas no Rio e arredores | https://t.co/lRuUeD0QS6;
Thu Jul 14 03:02:39 +0000 2016;NaContramo1;Meu Rj continua lindo!! Kkk... #Touxas #RioOlympics #Rio2016 https://t.co/af0ucjbXRF;
Thu Jul 14 03:02:29 +0000 2016;jornalistavitor;RT @ebcnarede: Estado Islâmico planejou atentado contra delegação da França na @Rio2016, aponta relatório https://t.co/980xkVh3gA https://t…;
Thu Jul 14 03:02:27 +0000 2016;AntonioFla1978;Ser #voluntário num evento que envolve 'milhões' 💰 já é ser #otário demais! Toma! #Rio2016 https://t.co/W4PCuOShVr;
Thu Jul 14 03:01:35 +0000 2016;minhazarma;RT @thalescmachado: Formiga em 1996, em Atlanta, com 18 anos, sua 1ª participação. Aos 38, convocada para @Rio2016. Tem 2 pratas. https://t…;
Thu Jul 14 03:01:11 +0000 2016;1cheesebread_;RT @EscolaBolshoi: A #TochaOlimpica teve passagem histórica por Joinville-SC, e nossa bailarina Thais Diógenes acendeu a #PiraOlimpica #Rio…;
Thu Jul 14 03:01:04 +0000 2016;DicasdoEmbarque;48 horas pelas belezas imperdíveis do #RiodeJaneiro Dicas para curtir as #OlimpíadasnoRio #Rio2016 #EmbarqueNaViagem https://t.co/jSiepqR9Uv;
Thu Jul 14 03:00:59 +0000 2016;RfaneX;RT @ebcnarede: Estado Islâmico planejou atentado contra delegação da França na @Rio2016, aponta relatório https://t.co/980xkVh3gA https://t…;
Thu Jul 14 03:00:13 +0000 2016;ebcnarede;Estado Islâmico planejou atentado contra delegação da França na @Rio2016, aponta relatório https://t.co/980xkVh3gA https://t.co/gBgMxg0E26;
Thu Jul 14 02:59:53 +0000 2016;P0rraNeves;RT @_OfiBragantino: @vascodagama @Rio2016 Cuidado pra ela não cair!!;
Thu Jul 14 02:59:04 +0000 2016;criaugusto;Ow @BandTV vamos agilizar ... passar #MasterChefBR nas quartas tbm ... pq jaja começa o #Rio2016 e não vai ter Horário pra passar em ...;
Thu Jul 14 02:58:05 +0000 2016;Embarque;#Dicas para curtir o #RiodeJaneiro nas #OlimpíadasnoRio #Rio2016 As 5 melhores trilhas no Rio e arredores | https://t.co/gjqomzUvb3;
Thu Jul 14 02:58:00 +0000 2016;norivalncfrj;Como chegar ao Maracanã para a Olimpíada 2016  https://t.co/UcdxnFCgge;
Thu Jul 14 02:56:32 +0000 2016;GKellyGBernardo;Muro que separa Linha Vermelha de favela ganha painéis da Olimpíada https://t.co/aRRs3fRLs8;
Thu Jul 14 02:56:24 +0000 2016;Nairoquinha;48 horas pelas belezas imperdíveis do #RiodeJaneiro Dicas para curtir as #OlimpíadasnoRio #Rio2016 #EmbarqueNaViagem https://t.co/JOElpWtobu;
Thu Jul 14 02:56:17 +0000 2016;GKellyGBernardo;Brasileiro do EI planejou ataque na Rio 2016, diz deputado francês #G1 https://t.co/Xk3NlWxb7h;
Thu Jul 14 02:56:15 +0000 2016;n4yfv;RT @CocaCola_Br: Olha @WhoIsCarlos com #TochaOlímpica #Rio2016 Belo momento do #DeCaronaComATocha #IssoÉOuro https://t.co/mYj1MIdv3b https:…;
Thu Jul 14 02:55:55 +0000 2016;robebrjp;RT @MichelTemer: (AI) Três dos maiores jornais dos EUA destacam vantagens de participar da @Rio2016 https://t.co/zteeBcXZyr;
Thu Jul 14 02:55:29 +0000 2016;GKellyGBernardo;Após protesto da Força Nacional, secretário promete pagar diárias https://t.co/QLUzIXR9uq;
Thu Jul 14 02:51:45 +0000 2016;dalva0806;RT @portalfab: #Rio2016 FAB apresenta ações para Jogos Olímpicos https://t.co/0B7Hsz9jib Acompanhe aqui a cobertura da coletiva! https://t.…;
Thu Jul 14 02:51:14 +0000 2016;Embarque;48 horas pelas belezas imperdíveis do #RiodeJaneiro Dicas para curtir as #OlimpíadasnoRio #Rio2016 #EmbarqueNaViagem https://t.co/quyEQhDpjb;
Thu Jul 14 02:50:24 +0000 2016;caroolpaiter;@ander_jec @Brasil2016 @Rio2016 @JogosOlimpicos @MTurismo @GovSC achei que era teu neto 😔;
Thu Jul 14 02:50:16 +0000 2016;Bi4Im4d;RT @CocaCola_Br: Olha @WhoIsCarlos com #TochaOlímpica #Rio2016 Belo momento do #DeCaronaComATocha #IssoÉOuro https://t.co/mYj1MIdv3b https:…;
Thu Jul 14 02:49:47 +0000 2016;EmilynVital;RT @iFlamengoNews: Myrtha, nova piscina da Gávea, a mais moderna do mundo. Mesma tecnologia das que serão usadas nas Olimpíadas Rio2016 htt…;
Thu Jul 14 02:49:31 +0000 2016;FlaRobSal;RT @ricardomendesjr: The latest Diário Coletivo! https://t.co/fJ3xamNEm7 Thanks to @FlaviaGalindo #rio2016 #diadorock;
Thu Jul 14 02:49:28 +0000 2016;lsmendonca51;RT @CKazzan: #Rio2016 » Franceses alugam carro no Galeão » são presos em Blitz » o carro era roubado;
Thu Jul 14 02:49:15 +0000 2016;ander_jec;@caroolpaiter @Brasil2016 @Rio2016 @JogosOlimpicos @MTurismo @GovSC Meu sobrinho;
Thu Jul 14 02:48:42 +0000 2016;Nooggueira;RT @garcialuan93: Estou muito feliz, realizando um sonho de moleque hoje e devo tudo ao Vasco. Que Deus nos abençoe. #Rio2016 https://t.co/…;
