/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Thu Jul 07 03:09:40 +0000 2016;AlvesPauloP;Embora ela ter ficado com Zhu e Zhang em Pequim mostra que ela vai mesmo investir nas duas para ponteiras no #Rio2016 Zhu já era óbvio claro;
Thu Jul 07 03:07:48 +0000 2016;cfredbastos;RT @Brasil2016: Faltam 30 Dias pros Jogos @Rio2016 e pra torcermos todos juntos pela @laiswrestling, da luta olímpica! #RumoAoRio https://t…;
Thu Jul 07 03:07:05 +0000 2016;rayane_guedes;Na Linha Vermelha, dá para sentir o fedor da Baía de Guanabara dentro do ônibus com as janelas fechadas. #Rio2016 #riodejaneiro #Olympics;
Thu Jul 07 03:07:02 +0000 2016;JohnnySette;#BomDia faltam 26 dias para o #TransNações #GodBless #Rio2016 #OnlyJesusSaves #SóJesusSalva #MissõesNaPrática #JUBAN #Betelinos #RoadToRio;
Thu Jul 07 03:06:26 +0000 2016;cfredbastos;RT @Rio2016: Quer saber como chegar às arenas, o que levar e outras informações?Confira o Guia dos Jogos: https://t.co/sBYjSeQJfR https://t…;
Thu Jul 07 03:06:13 +0000 2016;zidruxXx;29 dias pras Olimpíadas
#Rio2016 #29days;
Thu Jul 07 03:05:53 +0000 2016;EduardoLurnel;A Saideira e a Conta Herald já saiu! https://t.co/SvSdxklQYw Graças a @lzanin #rio2016 #pt;
Thu Jul 07 03:05:50 +0000 2016;bagoitas;RT @OnceNoticiasTV: Michel Temer asegura que Brasil está listo para #Río2016 https://t.co/4uIJZvmy5W https://t.co/Ivq9tMU8gD;
Thu Jul 07 03:04:42 +0000 2016;sauloaguiar_s;RT @InfoNostalgia: "@fecastanhari e @t3ddyyyy #SeAchandoComA #TochaOlímpica #Rio2016!🔥#IssoÉOuro #DeCaronaComATocha" Urso via IG. https://t…;
Thu Jul 07 03:04:25 +0000 2016;sauloaguiar_s;RT @CocaCola_Br: .@FeCastanhari e @t3ddyyyyy piraram na #TochaOlímpica #Rio2016 #IssoÉOuro #DeCaronaComATocha https://t.co/LppFH63Voz https…;
Thu Jul 07 03:04:24 +0000 2016;cfredbastos;RT @SeuEsporteBR: Olha aí pessoal!!!
Uniformes dos nossos atletas nas Cerimônias de Abertura e Encerramento na #Rio2016 #RumoAoRio https://…;
Thu Jul 07 03:04:19 +0000 2016;cfredbastos;RT @SurtoOlimpico: e habemus uniformes da delegação do @timebrasil para a Abertura do @Rio2016. O que acharam? https://t.co/L8tkc8ZzL3;
Thu Jul 07 03:04:10 +0000 2016;ilobur_news;#Rio2016 #ブラジル #五輪 Rio 2016 Definida a lista de atletas dos saltos ornamentais nos Jogos ... Rio 2016 Estão… https://t.co/rhCmvqynQV;
Thu Jul 07 03:02:50 +0000 2016;CostaSCI1909;Muito show o revezamento da tocha aqui em Pelotas !!
#ISSOÉOURO #RIO2016 #TochaPeloRS;
Thu Jul 07 03:02:37 +0000 2016;freire_leo;Momentos extremamente marcantes são comemorados assim. #Olympics #Rio2016 #cycling #waytorio… https://t.co/iHrsCn5qIc;
Thu Jul 07 03:01:10 +0000 2016;_hudsonQ;00:00h 29 dias #Rio2016;
Thu Jul 07 03:01:03 +0000 2016;thatafjv1;RT @Dejesusoficial9: #Faltam30Dias pra luta pelo ouro inédito no @Rio2016. Vamos juntos, venham torcer juntos!🏅⚽ @Brasil2016 https://t.co/Y…;
Thu Jul 07 03:00:16 +0000 2016;isitaymeme;#Rio2016 Música-tema dos Jogos Olímpicos Rio 2016: Alma e Coração - Thiaguinho e ... https://t.co/KmN6PwTRbO vía @YouTube;
Thu Jul 07 02:58:38 +0000 2016;LobeAquino2021;RT @BancoCentralBR: A #TochaOlímpica é a estrela da nossa #moedadodia e falta só 1 mês para ela brilhar na abertura do Jogos #Rio2016! http…;
Thu Jul 07 02:57:40 +0000 2016;La_pequis;RT @OnceNoticiasTV: Michel Temer asegura que Brasil está listo para #Río2016 https://t.co/4uIJZvmy5W https://t.co/Ivq9tMU8gD;
Thu Jul 07 02:57:22 +0000 2016;abraaosays;Lanzini convocado pra seleção argentina q virá disputar a #Rio2016 ...provavelmente vai brilhar junto com o Vietto, atacante.;
Thu Jul 07 02:56:29 +0000 2016;OiMathy;Conhecem algum voluntário do #Rio2016 ??? Estou alugando uma vaga no meu apê aqui em Copa! Se souberem de alguém, me gritem! Tnks 👊🏼😉;
Thu Jul 07 02:55:14 +0000 2016;_chorena;Vocês não fazem ideia da importância disso pra mim. DANÇAR É VIDA 💃🏽❤️ #Rio2016 #DeborahColker https://t.co/wxdZVyBLTx;
Thu Jul 07 02:49:57 +0000 2016;Mottacwb;RT @Rio2016: 1 mês para o Rio abrir as suas portas para #UmMundoNovo #Falta1Mês https://t.co/WbGRKWgoDn;
Thu Jul 07 02:48:29 +0000 2016;crisoliver07;RT @LeiSecaRJ: Se não respeitam eles rsrs RT @RadarCostaVerde: Força Nacional tem carro baleado em tiroteio na Av. Brasil, no Rio https://t…;
Thu Jul 07 02:46:38 +0000 2016;Thiagovascot4;RT @Brasil2016: #Faltam30Dias pra luta pelo ouro inédito no @Rio2016. O @garcialuan93, do @vascodagama, te chama pra torcer junto!🏅⚽ https:…;
Thu Jul 07 02:45:51 +0000 2016;homodomodestia;@Rio2016 deve ser o olho da cara;
Thu Jul 07 02:45:37 +0000 2016;vitorinobueno;@RickSouza será que esse MasterChef duplo não é pra acabar logo e não intrometer no Rio2016?;
Thu Jul 07 02:45:06 +0000 2016;OnceNoticiasTV;Michel Temer asegura que Brasil está listo para #Río2016 https://t.co/4uIJZvmy5W https://t.co/Ivq9tMU8gD;
Thu Jul 07 02:44:41 +0000 2016;GB00_;RT @Rio2016: Já conhece a loja Rio 2016 no Shopping Leblon? Tem vários produtos imperdíveis para você levar #OsJogosComVoce! https://t.co/j…;
Thu Jul 07 02:44:28 +0000 2016;ThiagoRBrandao;RT @Rio2016: Navio funciona como hospedagem no Rio 2016 e tem cruzeiros antes e depois dos Jogos: https://t.co/DwdRPiWzQZ https://t.co/XyYD…;
Thu Jul 07 02:44:23 +0000 2016;kyrlafogaca;Adorei o tema do profissão repórter #Rio2016 #Falta1Mes;
Thu Jul 07 02:43:21 +0000 2016;RudsonKitriedge;A que ponto chegamos!!! #CidadeMaravilhosa #Rio2016 #CidadeOlimpica considerada a cidade mais… https://t.co/Uuz3id7SGh;
Thu Jul 07 02:43:12 +0000 2016;gsmarrara;RT @CiscoDoBrasil: Parceria entre a Cisco e o Museu do Amanhã busca incentivar o ecossistema de inovação de IoT https://t.co/Vkeq39ZhHm htt…;
