/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Mon May 30 03:08:35 +0000 2016;alissandralucen;Tocha Olímpica em São Sebastião/AL @ChamaOlimpica @Rio2016 https://t.co/ePWEPPD8Vl;
Mon May 30 03:08:00 +0000 2016;cacandidos;r$ 7.40 numa coxinha (inha mesmo) #rio2016!;
Mon May 30 03:06:13 +0000 2016;anaid190967;RT @Rio2016: Faltam #100Dias para os #JogosParalímpicos! Não dá pra explicar, #TemQueIr: https://t.co/VKwh5Vu2oW https://t.co/ARy71oRIzG;
Mon May 30 03:05:28 +0000 2016;ZauzinMatos;@Rio2016 @Rio2016 Artistas internacionais podem tocar nas cerimônias das Olimpíadas e Paralimpíadas? Ou apenas artistas nacionais?;
Mon May 30 03:05:11 +0000 2016;PattycoMontoya;RT @Rio2016: Faltam #100Dias para os #JogosParalímpicos! Não dá pra explicar, #TemQueIr: https://t.co/VKwh5Vu2oW https://t.co/ARy71oRIzG;
Mon May 30 03:04:52 +0000 2016;alissandralucen;RT @Rio2016: Que lindo o sorriso do Luiz Felipe conduzindo a @ChamaOlimpica em Arapiraca. https://t.co/shwc0CbOXu;
Mon May 30 03:04:15 +0000 2016;zipojnoticias;os atletas sem bandeira dos jogos @Rio2016
https://t.co/l1mGPvXsgp
via @cartacapital;
Mon May 30 03:03:22 +0000 2016;Clauxic;RT @Rio2016: Faltam #100Dias para os #JogosParalímpicos! Não dá pra explicar, #TemQueIr: https://t.co/VKwh5Vu2oW https://t.co/ARy71oRIzG;
Mon May 30 03:02:28 +0000 2016;JonhnathanGomes;RT @RockestarCRF: Quebrou o Flamengo também https://t.co/IgA6YyRB5j;
Mon May 30 03:00:10 +0000 2016;Rio2016;Faltam #100Dias para os #JogosParalímpicos! Não dá pra explicar, #TemQueIr: https://t.co/VKwh5Vu2oW https://t.co/ARy71oRIzG;
Mon May 30 02:59:16 +0000 2016;selftestok;@CARLOSNEVESSS @VEJA @rio2016_es @BlogOlhoNaMira @SakaSakamori @letrasLTDA esse pais ta doido mesmo;
Mon May 30 02:56:15 +0000 2016;AdoryJ;@Rio2016 @JogosOlimpicos @PrefMaceio @maceio câncer do Flamengo!;
Mon May 30 02:55:12 +0000 2016;nandomatera;RT @minesporte: Veja o design dos ingressos dos Jogos Olímpicos e Paralímpicos #Rio2016 . https://t.co/ham0fMTFQm https://t.co/TLfWXDR7Jx;
Mon May 30 02:53:56 +0000 2016;rondisouza91;RT @Rio2016: Ex-nadadora, Patricia Amorim foi 28x campeã brasileira e quebrou a ausência feminina de 16 anos nos Jogos de #Seul88 https://t…;
Mon May 30 02:51:53 +0000 2016;MareanaFonseca;RT @CRVGBernardo: @Rio2016 @JogosOlimpicos RT @MareanaFonseca essa me da orgulho;
Mon May 30 02:50:47 +0000 2016;gabyrcrf;RT @Rio2016: Ex-nadadora, Patricia Amorim foi 28x campeã brasileira e quebrou a ausência feminina de 16 anos nos Jogos de #Seul88 https://t…;
Mon May 30 02:50:30 +0000 2016;CRVGBernardo;@Rio2016 @JogosOlimpicos RT @MareanaFonseca essa me da orgulho;
Mon May 30 02:50:20 +0000 2016;CARLOSNEVESSS;@VEJA @rio2016_es Que eu saiba Lampião foi um assassino cruel,homenagearam ele porque @BlogOlhoNaMira @SakaSakamori @letrasLTDA ?;
Mon May 30 02:49:37 +0000 2016;HgHugo95;Durmam com essa, hahahaha https://t.co/EPJEceE8yc;
Mon May 30 02:49:27 +0000 2016;MareanaFonseca;RT @Rio2016: Ex-nadadora, Patricia Amorim foi 28x campeã brasileira e quebrou a ausência feminina de 16 anos nos Jogos de #Seul88 https://t…;
Mon May 30 02:48:41 +0000 2016;RockestarCRF;Quebrou o Flamengo também https://t.co/IgA6YyRB5j;
Mon May 30 02:48:12 +0000 2016;RockestarCRF;RT @Rio2016: Ex-nadadora, Patricia Amorim foi 28x campeã brasileira e quebrou a ausência feminina de 16 anos nos Jogos de #Seul88 https://t…;
Mon May 30 02:45:55 +0000 2016;langmarina;RT @tvfloripa: Welcome Rio de Janeiro #Brazil #Rio2016 #RoadToRio #Olimpia2016 #RT @kentkristensen1 @channel100TV @tvfloripa https://t.co/S…;
