/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Sat Apr 30 03:09:31 +0000 2016;sigaobrun0;RT @iG: Brasil pode ter grupo especial para combater o terrorismo durante o #Rio2016.

→ https://t.co/9gCMgaQVjY https://t.co/9egDx9f55i;
Sat Apr 30 03:03:29 +0000 2016;PeeedroCampooos;Só sei que é Rio2016;
Sat Apr 30 03:02:47 +0000 2016;tcassia7;RT @iG: Brasil pode ter grupo especial para combater o terrorismo durante o #Rio2016.

→ https://t.co/9gCMgaQVjY https://t.co/9egDx9f55i;
Sat Apr 30 03:01:23 +0000 2016;raquelita77bo;RT @iG: Brasil pode ter grupo especial para combater o terrorismo durante o #Rio2016.

→ https://t.co/9gCMgaQVjY https://t.co/9egDx9f55i;
Sat Apr 30 03:00:17 +0000 2016;iG;Brasil pode ter grupo especial para combater o terrorismo durante o #Rio2016.

→ https://t.co/9gCMgaQVjY https://t.co/9egDx9f55i;
Sat Apr 30 02:59:30 +0000 2016;mccassaro;RT @OlivaldoWeiler: Vai ter Rio2016 sim! O Brasil é um sucesso! https://t.co/3FhHoPaL2E;
Sat Apr 30 02:59:07 +0000 2016;luizvitorio;RT @momentsbrasil: Atletas reclamaram do cheiro do local da arena do handebol no @Rio2016. 

Veja as notícias do esporte no #Moments⚡
https…;
Sat Apr 30 02:59:00 +0000 2016;luizvitorio;@momentsbrasil @Rio2016 "a organização estuda jogar perfume dentro ginásio para resolver o problema" tá serto;
Sat Apr 30 02:57:32 +0000 2016;nelsonleoni;Está chegando a hora.... 3ªfeira, 14:18hs na Praça do Relógio em Taguatinga. #TochaOlimpica #Rio2016 https://t.co/mBcJtyYK5c;
Sat Apr 30 02:51:16 +0000 2016;amorimjulio80;@Estadao Aí pergunto: se isso acontece em locais como esse, imagina no resto da cidade?! Estamos largados à própria sorte! #Rio2016;
Sat Apr 30 02:51:05 +0000 2016;ingrid_mrcn;RT @DaniPiedade05: Agora fala?!?!! Não ficou bonito?!??? 🏠🇧🇷😍👍
Now ?!?!! was not it beautiful?! ??? 🏠🇧🇷😍👍

@cbhb1 @minesporte @Rio2016 http…;
Sat Apr 30 02:49:53 +0000 2016;viniciuszg;RT @momentsbrasil: Atletas reclamaram do cheiro do local da arena do handebol no @Rio2016. 

Veja as notícias do esporte no #Moments⚡
https…;
Sat Apr 30 02:49:36 +0000 2016;AguiarSel;RT @OlivaldoWeiler: Vai ter Rio2016 sim! O Brasil é um sucesso! https://t.co/3FhHoPaL2E;
Sat Apr 30 02:49:09 +0000 2016;edusarsur;RT @momentsbrasil: Atletas reclamaram do cheiro do local da arena do handebol no @Rio2016. 

Veja as notícias do esporte no #Moments⚡
https…;
Sat Apr 30 02:48:40 +0000 2016;puxameudedinho;@momentsbrasil @Rio2016 hahuehauhuaheuaheu começou a vergonha;
Sat Apr 30 02:45:29 +0000 2016;rebecaborin;@DaniPiedade05 @CBHb1 @minesporte @Rio2016 queria ir assitir os jogos 😭;
Sat Apr 30 02:44:55 +0000 2016;gabiruzinha;RT @OlivaldoWeiler: Vai ter Rio2016 sim! O Brasil é um sucesso! https://t.co/3FhHoPaL2E;
Sat Apr 30 02:43:15 +0000 2016;LineDaidouji;RT @momentsbrasil: Atletas reclamaram do cheiro do local da arena do handebol no @Rio2016. 

