/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Mon Feb 15 02:07:17 +0000 2016;esportes_on;@everaldomarques Kobe, Rose, Wade, Duncan e Bosch... Time americano dos não selecionados pra Rio2016... Dava pra brigar pelo bronze??;
Mon Feb 15 01:48:46 +0000 2016;jerfesonS;RT @EstadaoEsporte: Rebeca Andrade se desdobra para classificar equipe de ginástica para os Jogos @Rio2016 - https://t.co/a7OMfwRFQd https:…;
Mon Feb 15 01:35:53 +0000 2016;MaLima2013;Cientistas americanos pedem cancelamento de Olimpíada por vírus Zika via @UOLEsporte #Rio2016   https://t.co/HeEq6IYuih;
Mon Feb 15 01:34:01 +0000 2016;Condominiodeide;RT @EstadaoEsporte: Rebeca Andrade se desdobra para classificar equipe de ginástica para os Jogos @Rio2016 - https://t.co/a7OMfwRFQd https:…;
Mon Feb 15 01:33:32 +0000 2016;CandyGomela;RT @GomelitaDesigns: #Venezuela #Clasificados #Rio2016 🇻🇪 Foto de gomelitadesigns https://t.co/06LiyaoSbE;
Mon Feb 15 01:31:52 +0000 2016;GomelitaDesigns;#Venezuela #Clasificados #Rio2016 🇻🇪 Foto de gomelitadesigns https://t.co/06LiyaoSbE;
Mon Feb 15 01:30:07 +0000 2016;mvsallesadvocac;Retweeted Ministério da Defesa (@DefesaGovBr):

#Rio2016 será oportunidade para promover o desporto militar com... https://t.co/hm30S1BQvZ;
Mon Feb 15 01:30:00 +0000 2016;mvsallesadvocac;RT @DefesaGovBr: #Rio2016 será oportunidade para promover o desporto militar com  potências olímpicas https://t.co/fzwm3MJzVC https://t.co/…;
