/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Tue Feb 23 03:05:51 +0000 2016;srjunior11;Site de Taiwan ironiza sujeira da água no Rio em vídeo polêmico via @UOLEsporte #Rio2016   https://t.co/WNS2zIWT8h @jhonatan274 ver isso kkk;
Tue Feb 23 02:37:53 +0000 2016;carlosneves1971;A melhor #photo d hoje #Rio2016 #RioDeJaneiro 
Link:
https://t.co/fscRmNI40G https://t.co/5OlNDfT4jX;
Tue Feb 23 02:29:22 +0000 2016;j_verdeiros;RT @GKellyGBernardo: Atletas australianos estão proibidos de visitar favelas do Rio, diz jornal #G1 https://t.co/WwmCs87MCa;
Tue Feb 23 02:26:14 +0000 2016;GKellyGBernardo;Atletas australianos estão proibidos de visitar favelas do Rio, diz jornal #G1 https://t.co/WwmCs87MCa;
Tue Feb 23 02:25:32 +0000 2016;GFRgms;Atletas australianos estão proibidos de visitar favelas do Rio, diz jornal #G1 https://t.co/GRPtRdvB5v;
Tue Feb 23 02:20:27 +0000 2016;FabiolaBemfeito;Show Sportv no clima para #Rio2016. Depois de super matéria com Nadia Comaneci, jogo #BRA #EUA Atlanta96 com @MagicPaula @Hortencia #saudade;
Tue Feb 23 02:09:28 +0000 2016;alanferreira09;Em 2009 Lula perguntou pq o BRA não podia sediar as jogos? Quantas justificativas ele quer? O próprio PT inviabilizou o evento! #Rio2016;
Tue Feb 23 02:08:13 +0000 2016;Regys_Silva;RT @SurtoOlimpico: Relembrando a entrevista com @NickHopeTV sobre como o @TeamGB irá desempenhar no @Rio2016 https://t.co/c6c8VBHplk https:…;
Tue Feb 23 02:02:13 +0000 2016;SurtoOlimpico;Relembrando a entrevista com @NickHopeTV sobre como o @TeamGB irá desempenhar no @Rio2016 https://t.co/c6c8VBHplk https://t.co/4rDfyhpdEW;
Tue Feb 23 02:01:17 +0000 2016;alexpussieldi;Rommel Pacheco (MEX) cantou hino nacional mexicano na execução do hino da FINA  Copa do Mundo Saltos Ornamentais no Rio #rio2016 #aquecerio;
Tue Feb 23 02:00:56 +0000 2016;romanelliPR;@UOLNoticias essa revista é useira e vezeira em publicar opiniões estapafúrdias. #Rio2016;
Tue Feb 23 01:58:38 +0000 2016;Lilu_Alves;Chegou a hora de cancelar a '@Forbes ! #VaiTerOlimpiadas #Rio2016  https://t.co/luACviW2xx;
Tue Feb 23 01:48:50 +0000 2016;MarcelloJ_Lopes;Que vergonha desse país.
Atletas australianos estão proibidos de visitar favelas do Rio https://t.co/72fm8LZk7D;
