/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Tue Mar 22 03:04:04 +0000 2016;pedrasqrolam;RT @Anb_Li: Sabem nem se vai ter país pra ter Olimpíada "@ebcnarede: Brasil e Embaixada EUA promovem curso antiterror #rio2016 https://t.co…;
Tue Mar 22 03:00:51 +0000 2016;DiarioPovo;Opinião: Os Jogos do Rio precisam de um período de tréguas na política #Rio2016 https://t.co/8SRzOZafml https://t.co/7e6CDVvh86;
Tue Mar 22 02:59:12 +0000 2016;leofigueiredomg;Sportv3, Dream Team nas Olimpíadas 92 contra a Croácia! Jordan, Magic, Barkley, Mullin, Drexler.. 
Ansioso pelo Rio2016!
Itatiaia estará lá!;
Tue Mar 22 02:44:54 +0000 2016;DanNegresco;Vem gente! Meu Rio 2016: https://t.co/zESICjRdkL;
Tue Mar 22 02:40:22 +0000 2016;ingridsouzafoto;RT @EBCEsporte: O pugilista peso pesado Juan Nogueira conquistou mais uma vaga para o Brasil na @Rio2016 https://t.co/dccTe3A93J https://t.…;
Tue Mar 22 02:39:06 +0000 2016;Anb_Li;Sabem nem se vai ter país pra ter Olimpíada "@ebcnarede: Brasil e Embaixada EUA promovem curso antiterror #rio2016 https://t.co/b8wI65tDEP;
Tue Mar 22 02:32:03 +0000 2016;ebcnarede;Brasil e Embaixada dos EUA promovem curso antiterror para Olimpíada 2016 https://t.co/aB6XNSJ4Ce #rio2016 https://t.co/Vg47YFgamc;
Tue Mar 22 02:25:08 +0000 2016;superstereo981;#Venezuela suma 49 atletas clasificados oficialmente a #Río2016.. https://t.co/QdyICRhjel https://t.co/EYo1iNfY0P;
Tue Mar 22 02:23:23 +0000 2016;DobleCuantico;Deporte #Temuco #Rio2016  https://t.co/E7CksjyOSq;
Tue Mar 22 02:13:26 +0000 2016;cconter;RT @SurtoOlimpico: Relembrando que já são conhecidas as 12 seleções de Handebol feminino do @Rio2016 https://t.co/wxnkSimavX https://t.co/L…;
Tue Mar 22 02:09:51 +0000 2016;SurtoOlimpico;Não esqueçamos, 10 anos do @Twitter, que com certeza irá trazer todos os momentos do @Rio2016 Parabéns!! #LoveTwitter;
Tue Mar 22 02:06:25 +0000 2016;Regys_Silva;RT @SurtoOlimpico: Relembrando que já são conhecidas as 12 seleções de Handebol feminino do @Rio2016 https://t.co/wxnkSimavX https://t.co/L…;
Tue Mar 22 02:06:02 +0000 2016;Regys_Silva;RT @SurtoOlimpico: Patrocinador do @Rio2016 lança campanha sobre o Coração dos Atletas https://t.co/WrLZvEWutm https://t.co/1GRCpQ3XdJ;
